# Columns : X	Y	u	v
-67.500000	7.500000	905.754831	615.725055
-52.500000	7.500000	790.099504	614.974960
-37.500000	7.500000	674.602076	613.864108
-22.500000	7.500000	558.718228	612.058648
-7.500000	7.500000	443.151632	611.300295
7.500000	7.500000	327.159200	609.564923
22.500000	7.500000	210.959476	608.999260
37.500000	7.500000	95.546854	607.826867
-82.500000	22.500000	1016.397229	517.091096
-67.500000	22.500000	901.301202	515.423997
-52.500000	22.500000	787.608530	514.003668
-37.500000	22.500000	673.067087	513.566454
-22.500000	22.500000	558.216023	511.757902
-7.500000	22.500000	443.899453	510.535682
7.500000	22.500000	328.506214	509.405157
22.500000	22.500000	214.126947	507.832360
37.500000	22.500000	99.176526	506.791385
-82.500000	37.500000	1010.990436	417.844698
-67.500000	37.500000	897.665390	416.392625
-52.500000	37.500000	784.628222	415.480147
-37.500000	37.500000	670.962796	413.751636
-22.500000	37.500000	557.507340	412.686491
-7.500000	37.500000	443.759956	412.142096
7.500000	37.500000	330.238065	409.970575
22.500000	37.500000	215.992123	409.657761
37.500000	37.500000	102.295842	407.922693
-82.500000	52.500000	1005.610453	321.155538
-67.500000	52.500000	894.032611	319.412372
-52.500000	52.500000	781.983632	318.150419
-37.500000	52.500000	669.623379	317.049987
-22.500000	52.500000	556.563602	315.681729
-7.500000	52.500000	444.609071	313.773208
7.500000	52.500000	331.907297	313.076672
22.500000	52.500000	218.945907	311.379409
37.500000	52.500000	105.940415	310.836693
-82.500000	67.500000	1001.554685	225.380621
-67.500000	67.500000	890.130140	224.183408
-52.500000	67.500000	779.563644	223.286702
-37.500000	67.500000	667.995751	221.316558
-22.500000	67.500000	556.205915	219.950735
-7.500000	67.500000	444.668060	218.670395
7.500000	67.500000	332.611562	217.277518
22.500000	67.500000	220.866663	216.198272
37.500000	67.500000	108.170212	214.737793
-82.500000	82.500000	996.446572	131.922045
-67.500000	82.500000	886.592535	130.231449
-52.500000	82.500000	776.065625	129.259091
-37.500000	82.500000	666.120877	127.515452
-22.500000	82.500000	555.232096	126.705417
-7.500000	82.500000	444.910199	125.201923
7.500000	82.500000	333.656452	123.598365
22.500000	82.500000	223.123517	122.576021
37.500000	82.500000	111.880258	121.176236
